354.7501	224.2143
362.4286	224.2143
362.4286	224.7262
363.4525	224.7262
363.4525	225.2381
365.5001	225.2381
365.5001	225.7500
367.0358	225.7500
367.0358	226.2619
368.5715	226.2619
368.5715	226.7739
371.1310	226.7739
371.1310	227.2858
372.6667	227.2858
372.6667	227.7977
374.2025	227.7977
374.2025	228.3096
376.2501	228.3096
376.2501	228.8215
378.8096	228.8215
378.8096	229.3334
381.3691	229.3334
381.3691	229.8453
382.3929	229.8453
382.3929	230.3572
383.9286	230.3572
383.9286	230.8691
385.9763	230.8691
385.9763	231.3810
387.0001	231.3810
387.0001	231.8929
387.5120	231.8929
387.5120	232.4048
388.5358	232.4048
388.5358	232.9167
389.5596	232.9167
389.5596	233.4286
390.5834	233.4286
390.5834	233.9405
391.0953	233.9405
391.0953	234.4524
392.1191	234.4524
392.1191	234.9643
393.1429	234.9643
393.1429	235.4762
393.6548	235.4762
393.6548	235.9881
394.1667	235.9881
394.1667	236.5000
395.1906	236.5000
395.1906	237.0119
395.7025	237.0119
395.7025	237.5239
396.2144	237.5239
396.2144	238.0358
396.7263	238.0358
396.7263	238.5477
397.2382	238.5477
397.2382	239.0596
398.2620	239.0596
398.2620	239.5715
398.7739	239.5715
398.7739	240.0834
399.2858	240.0834
399.2858	240.5953
399.7977	240.5953
399.7977	241.1072
400.3096	241.1072
400.3096	241.6191
400.8215	241.6191
400.8215	242.6429
401.3334	242.6429
401.3334	243.1548
401.8453	243.1548
401.8453	243.6667
402.3572	243.6667
402.3572	244.6905
402.8691	244.6905
402.8691	245.2024
403.3810	245.2024
403.3810	246.2262
403.8929	246.2262
403.8929	246.7381
404.4048	246.7381
404.4048	247.7620
404.9167	247.7620
404.9167	248.7858
405.4286	248.7858
405.4286	249.8096
405.9406	249.8096
405.9406	251.3453
406.4525	251.3453
406.4525	253.9048
406.9644	253.9048
406.9644	254.9286
407.4763	254.9286
407.4763	256.9762
407.9882	256.9762
407.9882	266.1905
408.5001	266.1905
408.5001	268.7501
409.0120	268.7501
409.0120	269.7739
409.5239	269.7739
409.5239	271.3096
410.0358	271.3096
410.0358	272.3334
410.5477	272.3334
410.5477	273.8691
411.0596	273.8691
411.0596	276.4286
411.5715	276.4286
411.5715	286.1548
411.0596	286.1548
411.0596	288.2024
410.5477	288.2024
410.5477	289.2262
