368.0596	215.0000
370.1072	215.0000
370.1072	215.5119
372.6667	215.5119
372.6667	216.0239
373.6905	216.0239
373.6905	216.5358
376.2501	216.5358
376.2501	217.0477
378.8096	217.0477
378.8096	216.5358
380.8572	216.5358
380.8572	217.5596
381.3691	217.5596
381.3691	218.0715
381.8810	218.0715
381.8810	220.6310
382.3929	220.6310
382.3929	221.6548
382.9048	221.6548
382.9048	222.6786
383.4167	222.6786
383.4167	223.1905
383.9286	223.1905
383.9286	224.2143
384.4405	224.2143
384.4405	224.7262
384.9525	224.7262
384.9525	225.2381
385.4644	225.2381
385.4644	225.7500
385.9763	225.7500
385.9763	226.2619
386.4882	226.2619
386.4882	226.7739
387.0001	226.7739
387.0001	227.2858
388.0239	227.2858
388.0239	227.7977
389.0477	227.7977
389.0477	228.3096
390.0715	228.3096
390.0715	228.8215
392.6310	228.8215
392.6310	229.3334
396.2144	229.3334
396.2144	228.8215
398.7739	228.8215
398.7739	228.3096
399.7977	228.3096
399.7977	228.8215
400.8215	228.8215
400.8215	229.3334
401.3334	229.3334
401.3334	230.8691
400.8215	230.8691
400.8215	233.4286
400.3096	233.4286
400.3096	236.5000
400.8215	236.5000
400.8215	237.0119
400.3096	237.0119
400.3096	237.5239
399.7977	237.5239
399.7977	238.5477
399.2858	238.5477
399.2858	239.5715
398.7739	239.5715
398.7739	242.1310
398.2620	242.1310
398.2620	245.7143
397.7501	245.7143
397.7501	248.2739
397.2382	248.2739
397.2382	252.3691
397.7501	252.3691
397.7501	254.9286
398.2620	254.9286
398.2620	255.9524
398.7739	255.9524
398.7739	256.9762
399.2858	256.9762
399.2858	258.0000
399.7977	258.0000
399.7977	259.0239
400.3096	259.0239
400.3096	261.0715
399.7977	261.0715
399.7977	266.1905
400.3096	266.1905
400.3096	267.7262
399.7977	267.7262
399.7977	270.2858
399.2858	270.2858
399.2858	273.3572
399.7977	273.3572
399.7977	275.9167
400.3096	275.9167
400.3096	277.4524
400.8215	277.4524
400.8215	278.9881
400.3096	278.9881
400.3096	279.5001
398.7739	279.5001
398.7739	280.0120
397.7501	280.0120
397.7501	280.5239
396.7263	280.5239
396.7263	281.0358
396.2144	281.0358
396.2144	281.5477
395.7025	281.5477
395.7025	282.0596
395.1906	282.0596
395.1906	282.5715
394.6786	282.5715
394.6786	283.0834
394.1667	283.0834
394.1667	284.1072
393.6548	284.1072
393.6548	285.1310
393.1429	285.1310
393.1429	285.6429
392.6310	285.6429
392.6310	286.6667
392.1191	286.6667
392.1191	287.6905
391.6072	287.6905
391.6072	290.2501
391.0953	290.2501
391.0953	293.8334
391.6072	293.8334
391.6072	296.3929
392.1191	296.3929
392.1191	297.4167
392.6310	297.4167
392.6310	298.4405
393.1429	298.4405
393.1429	298.9524
393.6548	298.9524
393.6548	299.9762
393.1429	299.9762
393.1429	300.4882
389.5596	300.4882
389.5596	299.9762
388.5358	299.9762
388.5358	299.4643
388.0239	299.4643
388.0239	298.9524
387.5120	298.9524
387.5120	298.4405
386.4882	298.4405
386.4882	297.9286
385.4644	297.9286
385.4644	297.4167
382.9048	297.4167
382.9048	296.9048
377.7858	296.9048
377.7858	297.4167
374.2025	297.4167
374.2025	297.9286
371.6429	297.9286
371.6429	298.4405
369.0834	298.4405
369.0834	298.9524
368.0596	298.9524
368.0596	299.4643
367.0358	299.4643
367.0358	299.9762
366.5239	299.9762
366.5239	300.4882
365.5001	300.4882
365.5001	301.0001
364.4763	301.0001
364.4763	301.5120
363.4525	301.5120
363.4525	302.0239
362.9405	302.0239
362.9405	302.5358
362.4286	302.5358
362.4286	303.0477
361.9167	303.0477
361.9167	303.5596
361.4048	303.5596
361.4048	304.0715
359.3572	304.0715
359.3572	304.5834
356.7977	304.5834
356.7977	305.0953
355.7739	305.0953
355.7739	304.5834
355.2620	304.5834
355.2620	304.0715
354.7501	304.0715
354.7501	303.5596
354.2382	303.5596
354.2382	303.0477
353.7263	303.0477
353.7263	302.5358
352.7024	302.5358
352.7024	302.0239
351.6786	302.0239
