362.4286	217.0477
363.4525	217.0477
363.4525	217.5596
365.5001	217.5596
365.5001	218.0715
366.5239	218.0715
366.5239	218.5834
368.5715	218.5834
368.5715	219.0953
370.1072	219.0953
370.1072	219.6072
371.6429	219.6072
371.6429	220.1191
372.6667	220.1191
372.6667	220.6310
373.1786	220.6310
373.1786	221.1429
374.2025	221.1429
374.2025	221.6548
374.7144	221.6548
374.7144	222.1667
375.2263	222.1667
375.2263	222.6786
375.7382	222.6786
375.7382	223.1905
376.2501	223.1905
376.2501	223.7024
376.7620	223.7024
376.7620	224.2143
377.2739	224.2143
377.2739	224.7262
377.7858	224.7262
377.7858	225.2381
378.2977	225.2381
378.2977	225.7500
378.8096	225.7500
378.8096	226.2619
379.3215	226.2619
379.3215	226.7739
379.8334	226.7739
379.8334	227.2858
380.3453	227.2858
380.3453	227.7977
381.3691	227.7977
381.3691	228.3096
382.3929	228.3096
382.3929	228.8215
382.9048	228.8215
382.9048	229.3334
383.4167	229.3334
383.4167	230.3572
383.9286	230.3572
383.9286	231.3810
384.4405	231.3810
384.4405	231.8929
384.9525	231.8929
384.9525	232.9167
385.4644	232.9167
385.4644	233.4286
385.9763	233.4286
385.9763	234.4524
386.4882	234.4524
386.4882	235.4762
387.0001	235.4762
387.0001	236.5000
387.5120	236.5000
387.5120	237.0119
388.0239	237.0119
388.0239	238.0358
388.5358	238.0358
388.5358	239.0596
389.0477	239.0596
389.0477	239.5715
389.5596	239.5715
389.5596	240.5953
390.0715	240.5953
390.0715	243.1548
390.5834	243.1548
390.5834	245.7143
391.0953	245.7143
391.0953	246.7381
391.6072	246.7381
391.6072	247.2500
391.0953	247.2500
391.0953	251.8572
391.6072	251.8572
391.6072	253.3929
391.0953	253.3929
391.0953	259.0239
390.5834	259.0239
390.5834	263.1191
390.0715	263.1191
390.0715	265.1667
389.5596	265.1667
389.5596	266.7024
389.0477	266.7024
389.0477	267.2143
388.5358	267.2143
388.5358	267.7262
388.0239	267.7262
388.0239	268.2381
387.5120	268.2381
387.5120	268.7501
387.0001	268.7501
